index,split,logMedianBrightness
15677,train,1.301031
15678,train,1.301031
15679,test,1.354189
15680,train,1.628673
15681,train,1.301030
15682,train,1.552367
15683,train,1.301030
15684,train,3.818887
15685,test,3.556473
15686,test,1.303667
15687,val,3.567053
15688,train,1.584471
15689,train,2.827074
15690,train,3.084418
15691,test,1.301030
15692,train,1.547398
15693,train,3.460447
15694,train,1.702812
15695,train,1.304312
15696,train,3.137835
15697,train,3.665995
15698,train,1.301031
15699,train,1.526050
15700,train,1.299383
15701,train,1.528238
15702,train,1.299956
15703,train,3.481077
15704,train,3.577473
15705,train,1.482666
15706,train,1.555353
15707,train,3.689020
15708,val,1.314653
15709,train,3.059949
15710,train,1.618255
15711,val,3.536820
15712,train,3.626388
15713,train,3.667750
15714,train,1.301031
15715,train,1.300104
15716,train,3.671737
15717,train,3.637199
15718,train,3.626310
15719,train,1.620880
15720,val,3.684245
15721,train,3.699747
15722,val,1.301030
15723,val,3.546726
15724,test,1.301654
15725,train,1.580145
15726,train,3.621261
15727,train,3.853584
15728,val,3.696453
15729,train,1.689619
15730,train,1.301030
15731,test,3.140122
15732,val,1.301032
15733,train,1.300583
15734,val,1.304904
15735,train,1.299193
15736,train,3.574563
15737,val,3.656668
15738,train,3.673659
15739,train,1.417706
15740,train,1.646627
15741,train,3.743712
15742,train,1.618266
15743,test,1.582231
15744,train,1.301030
15745,test,1.405773
15746,train,3.538839
15747,train,3.601627
15748,train,3.607174
15749,train,3.448765
15750,train,3.504833
15751,val,3.758525
15752,train,1.473343
15753,train,3.503943
15754,train,3.268559
15755,train,3.602217
15756,train,1.733018
15757,train,1.301502
15758,train,3.517601
15759,train,3.699052
15760,train,1.301067
15761,test,1.519703
15762,val,3.581774
15763,train,3.581004
15764,val,1.502254
15765,train,3.437745
15766,test,3.636960
15767,test,3.299811
15768,test,1.635865
15769,train,1.301030
15770,test,3.404030
15771,val,3.689222
15772,train,3.731533
15773,test,1.462372
15774,train,3.518109
15775,test,3.631025
15776,train,3.853032
15777,train,3.693913
15778,train,3.614746
15779,train,3.503471
15780,val,3.555562
15781,train,3.626064
15782,train,3.753316
15783,val,3.560739
15784,test,3.631536
15785,train,1.967041
15786,test,1.301030
15787,test,3.207445
15788,train,1.309986
15789,val,2.443147
15790,train,1.301469
15791,train,1.715812
15792,test,1.301051
15793,train,3.630061
15794,train,3.460731
15795,train,3.787406
15796,train,3.423313
15797,train,1.444139
15798,val,3.508325
15799,train,3.675221
15800,val,3.723833
15801,train,3.608560
15802,val,3.651057
15803,train,3.476725
15804,test,3.621489
15805,train,3.249292
15806,train,1.620947
15807,train,1.301329
15808,test,3.501483
15809,test,3.282966
15810,val,1.301031
15811,test,3.582907
15812,train,1.301031
15813,val,1.619409
15814,train,3.898431
15815,train,1.301030
15816,train,1.638114
15817,train,1.300742
15818,train,1.420673
15819,train,3.533597
15820,train,3.203851
15821,val,3.574430
15822,train,3.585007
15823,train,3.583349
15824,test,3.505836
15825,test,3.732678
15826,train,3.346234
15827,val,3.512906
15828,train,3.135894
15829,train,1.425145
15830,train,3.541552
15831,train,3.100945
15832,val,3.747856
15833,test,1.470173
15834,train,1.302886
15835,train,3.697521
15836,train,1.301030
15837,train,1.301030
15838,test,3.496091
15839,train,3.719497
15840,train,3.107669
15841,test,3.487403
15842,train,1.452939
15843,train,3.640313
15844,test,1.301136
15845,val,1.557381
15846,train,1.301099
15847,val,3.600482
15848,val,3.386250
15849,val,1.635576
15850,test,3.567227
15851,train,3.300198
15852,train,3.256449
15853,train,3.141922
15854,train,3.617142
15855,train,1.543395
15856,val,1.542430
15857,train,1.301030
15858,test,1.344036
15859,train,3.314961
15860,train,1.477838
15861,val,1.412197
15862,train,1.301032
15863,test,1.492188
15864,train,1.303506
15865,train,1.860112
15866,train,1.709777
15867,train,1.301032
15868,train,1.645574
15869,train,1.470043
15870,test,1.592002
15871,train,1.301030
15872,train,1.304843
15873,train,1.301031
15874,val,1.570590
15875,test,1.301030
15876,train,1.301030
15877,val,1.582840
15878,val,1.300755
15879,train,1.527356
15880,val,1.301030
15881,train,1.669286
15882,train,1.301031
15883,test,1.301030
15884,train,1.301030
15885,train,1.578441
15886,train,1.301030
15887,test,1.391514
15888,test,1.520533
15889,train,1.301030
15890,test,1.603754
15891,val,1.509167
15892,train,1.301030
15893,train,1.301030
15894,val,1.434025
15895,train,1.727949
15896,train,1.430320
15897,test,1.303282
15898,val,1.749591
15899,train,1.474171
15900,test,1.301117
15901,train,1.571849
15902,train,1.302047
15903,train,1.751541
15904,val,1.305360
15905,train,1.532508
15906,test,1.361363
15907,train,1.338717
15908,val,1.540709
15909,train,1.301030
15910,train,1.409196
15911,val,1.644413
15912,train,1.318252
15913,train,1.737874
15914,train,1.626619
15915,val,1.509916
15916,test,1.421154
15917,val,1.301030
15918,train,1.309358
15919,train,1.388235
15920,train,1.522751
15921,train,1.301031
15922,train,1.415653
15923,train,1.513644
15924,train,1.301030
15925,train,1.306050
15926,test,1.625002
15927,train,1.551825
15928,train,1.532137
15929,train,1.301210
15930,val,1.301030
15931,train,1.484914
15932,train,1.416835
15933,test,1.302850
15934,train,1.304909
15935,train,1.515029
15936,train,1.664765
15937,val,1.301030
15938,val,3.137352
15939,train,1.412552
15940,train,3.763593
15941,train,3.327183
15942,train,1.301096
15943,test,1.301061
15944,test,1.660998
15945,train,1.301030
15946,train,1.535122
15947,train,1.483229
15948,test,3.195999
15949,train,1.301030
15950,train,1.386119
15951,train,3.213858
15952,val,1.418249
15953,train,1.441950
15954,train,3.217797
15955,train,1.393203
15956,train,1.304572
15957,test,1.301031
15958,val,1.301081
15959,train,1.387736
15960,test,1.301103
15961,val,1.301032
15962,train,1.301030
15963,train,1.301364
15964,train,1.302206
15965,test,1.355510
15966,train,1.562839
15967,train,1.301030
15968,train,1.719238
15969,train,1.527259
15970,train,1.503525
15971,train,1.297492
15972,val,1.301030
15973,test,1.303761
15974,train,1.579213
15975,train,1.301030
15976,train,1.417440
15977,train,1.302051
15978,train,1.730099
15979,test,1.303613
15980,test,1.301031
15981,train,3.062813
15982,train,1.301031
15983,train,1.583929
15984,train,1.557609
15985,test,1.301032
15986,train,1.458623
15987,val,1.594248
15988,train,1.301030
15989,train,1.300661
15990,train,3.138360
15991,test,3.135800
15992,train,3.249259
15993,train,1.301094
15994,train,1.301088
15995,val,1.301030
15996,train,1.301315
15997,test,1.711788
15998,train,3.162446
15999,train,1.374028
16000,train,3.138934
16001,train,1.301087
16002,val,1.456122
16003,val,1.301030
16004,test,1.638829
16005,test,1.489951
16006,val,1.502933
16007,val,1.300970
16008,train,1.298213
16009,train,1.582647
16010,test,1.679309
16011,test,1.302124
16012,test,1.301074
16013,train,1.762224
16014,train,1.301031
16015,train,1.301031
16016,val,1.301032
16017,test,1.301030
16018,train,1.301031
16019,train,1.407757
16020,train,1.426330
16021,train,1.301030
16022,test,1.299611
16023,train,1.302462
16024,train,1.652297
16025,train,1.470889
16026,train,1.450799
16027,train,1.461547
16028,train,1.303132
16029,val,1.301030
16030,test,1.532944
16031,train,1.301031
16032,train,1.301030
16033,train,1.301969
16034,val,1.298958
16035,train,1.301342
16036,train,1.301343
16037,train,1.601679
16038,train,1.388879
16039,train,1.679051
16040,train,1.722507
16041,train,1.597886
16042,train,1.644258
16043,test,1.301030
16044,train,1.439449
16045,train,1.301030
16046,train,1.502044
16047,train,1.309237
16048,train,1.301030
16049,train,1.299868
16050,test,1.308374
16051,val,3.351687
16052,train,1.814937
16053,train,1.301168
16054,val,1.447836
16055,train,3.251167
16056,train,3.042725
16057,train,1.301030
16058,val,3.126127
16059,train,1.297114
16060,train,1.643035
16061,train,1.302049
16062,test,1.890599
16063,train,1.380293
16064,train,1.301030
16065,train,1.350327
16066,val,1.298673
16067,test,1.645422
16068,val,1.299962
16069,train,1.305436
16070,train,1.301030
16071,test,1.300882
16072,train,1.595358
16073,test,1.301030
16074,train,1.393283
16075,test,1.301097
16076,test,3.019923
16077,train,1.301031
16078,train,1.558650
16079,train,1.484627
16080,val,1.691256
16081,train,3.259827
16082,val,1.548714
16083,train,1.300402
16084,train,1.301985
16085,test,3.260071
16086,train,1.635065
16087,test,1.301031
16088,train,1.301031
16089,train,1.515429
16090,train,1.644175
16091,train,1.711952
16092,train,1.300808
16093,train,1.711212
16094,train,1.547891
16095,train,1.301059
16096,train,1.301030
16097,train,1.637532
16098,train,1.517669
16099,val,1.295664
16100,train,1.389144
16101,val,1.300095
16102,test,1.436206
16103,train,1.660723
16104,train,3.422697
16105,test,3.257847
16106,train,1.304936
16107,test,1.301261
16108,train,1.619410
16109,train,1.558526
16110,train,1.301061
16111,train,3.323177
16112,train,1.548093
16113,test,1.301473
16114,train,3.153473
16115,train,3.380527
16116,train,1.712810
16117,val,1.515225
16118,train,1.301030
16119,test,3.259596
16120,train,1.854728
16121,train,1.313536
16122,train,1.534020
16123,train,3.259355
16124,train,1.300066
16125,test,3.297457
16126,train,3.259586
16127,train,3.591952
16128,train,3.197977
16129,train,1.305617
16130,train,1.301035
16131,val,1.301030
16132,train,1.301030
16133,train,2.903396
16134,test,3.216558
16135,train,1.566476
16136,train,1.680272
16137,train,1.301030
16138,train,1.301031
16139,train,1.826615
16140,train,1.299483
16141,train,3.141332
16142,train,3.263962
16143,train,1.371752
16144,test,1.519202
16145,train,1.517490
16146,test,1.301031
16147,train,1.301030
16148,val,3.256407
16149,train,1.925836
16150,train,2.204296
16151,test,3.137354
16152,train,1.301030
16153,train,1.533763
16154,train,1.622314
16155,train,1.301030
16156,val,1.301030
16157,val,1.301470
16158,test,1.301030
16159,train,3.561317
16160,train,1.301030
16161,train,1.671766
16162,train,1.301030
16163,val,1.710802
16164,train,1.301030
16165,test,1.300539
16166,train,1.301030
16167,train,1.301109
16168,train,1.301030
16169,train,1.616729
16170,train,1.373406
16171,train,1.416921
16172,train,1.301031
16173,train,1.299254
16174,val,1.302838
16175,val,1.533168
16176,val,1.591047
16177,train,1.301031
16178,train,1.326246
16179,train,1.300841
16180,train,1.305160
16181,val,1.301106
16182,val,1.301030
16183,val,1.301602
16184,train,1.302359
16185,train,1.304386
16186,test,1.553106
16187,train,1.377991
16188,train,1.454950
16189,val,1.301033
16190,val,1.301030
16191,train,1.301030
16192,train,1.530981
16193,train,1.302713
16194,train,1.301030
16195,val,1.301070
16196,test,1.301030
16197,test,1.939342
16198,train,1.301030
16199,train,1.522968
16200,train,1.481572
16201,test,1.304046
16202,train,1.299904
16203,test,1.498952
16204,train,1.396315
16205,train,1.301030
16206,train,1.445046
16207,train,1.341115
16208,train,1.300957
16209,train,1.305068
16210,val,1.668402
16211,train,1.809533
16212,val,1.560221
16213,train,1.438158
16214,train,1.438212
16215,train,1.340491
16216,val,1.298330
16217,train,1.301030
16218,train,1.301032
16219,train,1.301030
16220,train,1.549895
16221,train,1.302525
16222,val,1.364511
16223,test,1.534904
16224,val,1.301030
16225,train,1.301032
16226,train,1.303578
16227,train,1.301547
16228,train,1.301030
16229,val,1.302113
16230,train,1.301031
16231,test,1.386866
16232,test,1.301030
16233,train,1.695052
16234,train,1.525750
16235,train,1.301074
16236,train,1.303285
16237,train,1.300993
16238,train,1.389211
16239,train,1.856602
16240,train,1.363704
16241,train,1.301073
16242,train,1.301030
16243,train,1.301029
16244,train,1.301911
16245,train,1.503461
16246,train,1.301030
16247,val,1.676855
16248,test,1.303222
16249,train,1.301031
16250,train,1.301030
16251,train,1.301035
16252,train,3.650504
16253,train,3.527839
16254,test,3.752857
16255,train,1.298033
16256,train,1.301030
16257,val,3.343283
16258,test,1.301030
16259,train,3.499394
16260,train,1.566055
16261,train,3.136586
16262,train,1.472114
16263,val,1.302878
16264,train,1.302113
16265,train,3.763159
16266,train,3.357413
16267,test,3.258824
16268,train,1.575468
16269,train,3.771882
16270,train,1.533300
16271,test,3.626657
16272,train,1.301446
16273,train,3.684875
16274,test,3.046482
16275,val,1.301030
16276,test,3.488416
16277,train,1.530345
16278,train,3.564214
16279,train,3.507610
16280,train,3.703490
16281,train,3.805717
16282,train,1.446274
16283,val,1.301030
16284,train,1.357477
16285,train,1.512297
16286,train,1.304405
16287,test,1.301030
16288,train,1.300502
16289,train,2.163195
16290,val,3.459980
16291,val,1.300269
16292,train,1.302588
16293,train,3.516306
16294,val,3.486406
16295,train,3.145120
16296,train,3.644379
16297,test,3.647064
16298,train,3.627675
16299,train,3.595262
16300,train,1.746199
16301,train,1.301148
16302,train,1.578634
16303,val,3.716069
16304,train,3.567585
16305,train,3.773966
16306,train,3.287081
16307,train,3.237447
16308,test,3.191870
16309,train,1.301030
16310,test,1.301030
16311,train,3.288245
16312,train,1.301031
16313,test,3.326423
16314,train,1.719958
16315,train,1.301530
16316,train,3.466738
16317,val,3.681430
16318,train,3.419674
16319,train,3.664550
16320,train,1.301030
16321,train,3.678853
16322,test,3.758940
16323,train,3.699851
16324,test,3.795197
16325,val,3.743864
16326,val,1.450250
16327,train,1.597984
16328,train,3.362185
16329,train,3.432222
16330,train,3.641227
16331,test,1.309752
16332,train,1.355352
16333,train,3.667145
16334,train,3.393297
16335,train,3.717344
16336,train,1.301031
16337,train,1.447226
16338,train,3.555750
16339,train,1.301030
16340,val,3.506099
16341,train,3.549809
16342,train,3.259355
16343,train,3.949306
16344,train,1.301098
16345,train,3.719424
16346,train,1.370843
16347,train,1.541258
16348,test,3.738885
16349,test,3.414450
16350,train,3.588508
16351,val,3.591030
16352,train,3.764040
16353,val,1.408335
16354,val,3.426804
16355,train,1.501270
16356,train,1.301481
16357,train,3.794499
16358,train,3.600381
16359,train,3.544310
16360,train,3.564211
16361,train,3.698493
16362,test,3.409962
16363,train,3.141664
16364,test,3.137354
16365,train,1.304032
16366,train,3.809078
16367,train,3.551334
16368,train,1.575264
16369,train,3.417106
16370,test,3.696372
